date,county,fips,population,cases,new_cases,new_cases_avg,new_cases_100k,new_cases_100k_avg,deaths,new_deaths,new_deaths_avg,new_tests,new_tests_avg,pos,pos_avg,inpatient_percent_occupied,icu_percent_occupied
2020-05-12,dorchester,24019,32261,102,4,3.7142857142857144,12.398871702675056,11.513238009626837,2,0,0,NA,NA,0.3333,0.2108,NA,NA
2020-05-12,frederick,24021,248472,1282,15,30.142857142857142,6.03689751762774,12.131289297328125,77,3,1.5714285714285714,NA,NA,0.1215,0.1567,NA,NA
2020-05-12,garrett,24023,29376,6,0,0.2857142857142857,0,0.972611266728914,0,0,0,NA,NA,0,0.0417,NA,NA
2020-05-12,harford,24025,251025,614,9,16.428571428571427,3.58530026889752,6.5445957289399175,27,2,1.1428571428571428,NA,NA,0.10339999999999999,0.128,NA,NA
2020-05-12,howard,24027,315327,1234,11,32,3.4884421568720727,10.148195365446028,35,4,1.7142857142857142,NA,NA,0.1364,0.2316,NA,NA
2020-05-12,kent,24029,19593,120,4,3.7142857142857144,20.415454499055784,18.957207749123228,13,0,0.8571428571428571,NA,NA,0.2778,0.1091,NA,NA
2020-05-12,montgomery,24031,1040133,7130,221,227,21.24728279941123,21.824132106182574,407,19,12.428571428571429,NA,NA,0.3093,0.2751,NA,NA
2020-05-12,prince_georges,24033,906202,9892,205,294.42857142857144,22.62188783516258,32.49039082109413,373,14,11.142857142857142,NA,NA,0.3522,0.36229999999999996,NA,NA
2020-05-12,queen_annes,24035,49355,103,3,5.428571428571429,6.078411508459123,10.999030348640318,9,0,0.14285714285714285,NA,NA,0.11109999999999999,0.1784,NA,NA
2020-05-12,somerset,24039,25737,51,1,2,3.885456735439251,7.770913470878502,0,0,0,NA,NA,0,0.069,NA,NA
2020-05-12,st_marys,24037,111531,246,2,10.857142857142858,1.7932234087383776,9.734641361722622,9,0,0.2857142857142857,NA,NA,0.030299999999999997,0.1433,NA,NA
2020-05-12,talbot,24041,37211,61,0,2.2857142857142856,0,6.142576887786637,1,0,0,NA,NA,0.0385,0.10300000000000001,NA,NA
2020-05-12,washington,24043,149811,284,1,6.714285714285714,0.6675077264019331,4.481837591555836,9,0,0.42857142857142855,NA,NA,0.0421,0.0642,NA,NA
2020-05-12,wicomico,24045,102172,694,4,27.714285714285715,3.914966918529539,27.125127935526088,16,0,0.7142857142857143,NA,NA,0.1429,0.13269999999999998,NA,NA
2020-05-12,worcester,24047,51564,114,1,4.714285714285714,1.9393375223023814,9.14259117656837,4,0,0.14285714285714285,NA,NA,0.1333,0.1323,NA,NA
2020-05-13,allegany,24001,71977,149,1,2.857142857142857,1.3893327035025076,3.9695220100071644,13,0,0.14285714285714285,NA,NA,0.07690000000000001,0.0788,NA,NA
2020-05-13,anne_arundel,24003,567696,2596,76,73,13.38744680251402,12.858994955046363,133,6,3.5714285714285716,NA,NA,0.18719999999999998,0.17350000000000002,NA,NA
2020-05-13,baltimore,24005,827625,4160,109,94.14285714285714,13.170215979459295,11.375062032062486,218,14,7.857142857142857,NA,NA,0.08560000000000001,0.1226,NA,NA
2020-05-13,baltimore_city,24510,614700,3476,72,103.42857142857143,11.71303074670571,16.825861628204237,186,8,6.571428571428571,NA,NA,0.1476,0.1709,NA,NA
2020-05-13,calvert,24009,91082,214,3,4.285714285714286,3.293735315430052,4.705336164900074,13,0,0.2857142857142857,NA,NA,0.11109999999999999,0.1297,NA,NA
2020-05-13,caroline,24011,32875,177,3,10.857142857142858,9.125475285171103,33.02552960347637,0,0,0,NA,NA,0.1429,0.19519999999999998,NA,NA
2020-05-13,carroll,24013,167522,595,6,10.571428571428571,3.58161913062165,6.310471801571478,61,1,1,NA,NA,0.0833,0.09390000000000001,NA,NA
2020-05-13,cecil,24015,102517,271,1,10.142857142857142,0.975447974482281,9.893829455463136,15,0,0.2857142857142857,NA,NA,0.0333,0.1791,NA,NA
2020-05-13,charles,24017,157671,778,17,15.428571428571429,10.781944682281459,9.78529433349914,57,2,1,NA,NA,0.087,0.11720000000000001,NA,NA
2020-05-13,dorchester,24019,32261,102,0,3.2857142857142856,0,10.184787470054511,2,0,0,NA,NA,0.0526,0.138,NA,NA
2020-05-13,frederick,24021,248472,1302,20,27.714285714285715,8.049196690170321,11.153886842093158,80,3,1.7142857142857142,NA,NA,0.0683,0.141,NA,NA
2020-05-13,garrett,24023,29376,6,0,0.2857142857142857,0,0.972611266728914,0,0,0,NA,NA,0,0.0417,NA,NA
2020-05-13,harford,24025,251025,629,15,13.857142857142858,5.975500448162534,5.520224223540626,28,1,1,NA,NA,0.10890000000000001,0.1204,NA,NA
2020-05-13,howard,24027,315327,1258,24,28.142857142857142,7.611146524084521,8.924975388361016,38,3,1.8571428571428572,NA,NA,0.1576,0.2082,NA,NA
2020-05-13,kent,24029,19593,123,3,4.142857142857143,15.31159087429184,21.144577874022062,13,0,0.7142857142857143,NA,NA,0.2778,0.14880000000000002,NA,NA
2020-05-13,montgomery,24031,1040133,7283,153,213.28571428571428,14.709657322669312,20.505619404990927,422,15,12.714285714285714,NA,NA,0.20440000000000003,0.2557,NA,NA
2020-05-13,prince_georges,24033,906202,10072,180,276.7142857142857,19.863121025996413,30.535607482027817,389,16,11.142857142857142,NA,NA,0.2929,0.34369999999999995,NA,NA
2020-05-13,queen_annes,24035,49355,104,1,5.285714285714286,2.026137169486374,10.709582181570836,9,0,0.14285714285714285,NA,NA,0.05,0.157,NA,NA
2020-05-13,somerset,24039,25737,51,0,1.7142857142857142,0,6.660782975038716,0,0,0,NA,NA,0,0.0452,NA,NA
2020-05-13,st_marys,24037,111531,254,8,9.714285714285714,7.17289363495351,8.709942271014977,9,0,0.2857142857142857,NA,NA,0.1341,0.1346,NA,NA
2020-05-13,talbot,24041,37211,62,1,2.4285714285714284,2.6873773884066536,6.526487943273302,1,0,0,NA,NA,0.1176,0.1198,NA,NA
2020-05-13,washington,24043,149811,287,3,5.285714285714286,2.002523179205799,3.5282551252673606,9,0,0.2857142857142857,NA,NA,0.0256,0.0559,NA,NA
2020-05-13,wicomico,24045,102172,738,44,31.571428571428573,43.064636103824924,30.900274606965286,17,1,0.8571428571428571,NA,NA,0.10289999999999999,0.10679999999999999,NA,NA
2020-05-13,worcester,24047,51564,125,11,5.571428571428571,21.332712745326198,10.804880481398982,4,0,0.14285714285714285,NA,NA,0.125,0.1242,NA,NA
2020-05-14,allegany,24001,71977,150,1,1,1.3893327035025076,1.3893327035025076,13,0,0.14285714285714285,NA,NA,0.05,0.0621,NA,NA
2020-05-14,anne_arundel,24003,567696,2661,65,66.71428571428571,11.44979002846594,11.751762512733173,135,2,3.4285714285714284,NA,NA,0.1174,0.1637,NA,NA
2020-05-14,baltimore,24005,827625,4290,130,93.42857142857143,15.707597039722097,11.288756553822255,223,5,7.714285714285714,NA,NA,0.1368,0.12359999999999999,NA,NA
2020-05-14,baltimore_city,24510,614700,3505,29,92.71428571428571,4.717748495200911,15.082851100420648,192,6,6.142857142857143,NA,NA,0.183,0.1668,NA,NA
2020-05-14,calvert,24009,91082,225,11,5.285714285714286,12.07702948991019,5.8032479367100915,13,0,0.2857142857142857,NA,NA,0.2564,0.1446,NA,NA
2020-05-14,caroline,24011,32875,183,6,11.142857142857142,18.250950570342205,33.894622487778385,0,0,0,NA,NA,0.1818,0.2034,NA,NA
2020-05-14,carroll,24013,167522,619,24,12.142857142857142,14.3264765224866,7.248514907210482,62,1,1.1428571428571428,NA,NA,0.0969,0.0969,NA,NA
2020-05-14,cecil,24015,102517,291,20,11.857142857142858,19.50895948964562,11.566025983147046,17,2,0.5714285714285714,NA,NA,0.0455,0.1557,NA,NA
2020-05-14,charles,24017,157671,796,18,14,11.416176722415663,8.87924856187885,59,2,1.2857142857142858,NA,NA,0.1127,0.11460000000000001,NA,NA
2020-05-14,dorchester,24019,32261,104,2,2.7142857142857144,6.199435851337528,8.413520083958074,2,0,0,NA,NA,0.0833,0.1356,NA,NA
2020-05-14,frederick,24021,248472,1325,23,24.857142857142858,9.256576193695869,10.004001600640256,84,4,2,NA,NA,0.1148,0.13140000000000002,NA,NA
2020-05-14,garrett,24023,29376,6,0,0.2857142857142857,0,0.972611266728914,0,0,0,NA,NA,0,0.0417,NA,NA
2020-05-14,harford,24025,251025,663,34,15.857142857142858,13.544467682501741,6.316957616628963,32,4,1.4285714285714286,NA,NA,0.060599999999999994,0.11599999999999999,NA,NA
2020-05-14,howard,24027,315327,1285,27,26.714285714285715,8.562539839595086,8.471930952403605,40,2,1.8571428571428572,NA,NA,0.1869,0.1966,NA,NA
2020-05-14,kent,24029,19593,125,2,3.857142857142857,10.207727249527892,19.686331124089506,14,1,0.8571428571428571,NA,NA,0.2,0.161,NA,NA
2020-05-14,montgomery,24031,1040133,7548,265,216.57142857142858,25.477511049067765,20.82151307298476,437,15,13.142857142857142,NA,NA,0.2157,0.2482,NA,NA
2020-05-14,prince_georges,24033,906202,10449,377,276.14285714285717,41.60220348222582,30.47254995496116,398,9,10.571428571428571,NA,NA,0.3177,0.33240000000000003,NA,NA
2020-05-14,queen_annes,24035,49355,106,2,5.428571428571429,4.052274338972748,10.999030348640318,9,0,0.14285714285714285,NA,NA,0.0833,0.1653,NA,NA
2020-05-14,somerset,24039,25737,51,0,1.5714285714285714,0,6.105717727118822,0,0,0,NA,NA,0,0.038,NA,NA
2020-05-14,st_marys,24037,111531,271,17,11.142857142857142,15.242398974276211,9.990816134399534,9,0,0.14285714285714285,NA,NA,0.2439,0.1542,NA,NA
2020-05-14,talbot,24041,37211,64,2,1.7142857142857142,5.374754776813307,4.606932665839977,1,0,0,NA,NA,0.129,0.1097,NA,NA
2020-05-14,washington,24043,149811,305,18,6.571428571428571,12.015139075234796,4.386479344926989,9,0,0.2857142857142857,NA,NA,0.055999999999999994,0.053,NA,NA
2020-05-14,wicomico,24045,102172,754,16,30.428571428571427,15.659867674118155,29.78171263024256,17,0,0.5714285714285714,NA,NA,0.1307,0.0975,NA,NA
2020-05-14,worcester,24047,51564,127,2,4.428571428571429,3.878675044604763,8.588494741624832,5,1,0.2857142857142857,NA,NA,0.0213,0.09359999999999999,NA,NA
2020-05-15,allegany,24001,71977,151,1,1.1428571428571428,1.3893327035025076,1.5878088040028657,13,0,0.14285714285714285,NA,NA,0.1379,0.07769999999999999,NA,NA
2020-05-15,anne_arundel,24003,567696,2752,91,66,16.029706039852314,11.625940644288493,136,1,3,NA,NA,0.1594,0.1539,NA,NA
2020-05-15,baltimore,24005,827625,4399,109,94.57142857142857,13.170215979459295,11.426845319006624,234,11,8.142857142857142,NA,NA,0.10869999999999999,0.12029999999999999,NA,NA
2020-05-15,baltimore_city,24510,614700,3606,101,95,16.43077924190662,15.454693346347813,192,0,5.285714285714286,NA,NA,0.1906,0.15960000000000002,NA,NA
2020-05-15,calvert,24009,91082,228,3,5.285714285714286,3.293735315430052,5.8032479367100915,13,0,0.2857142857142857,NA,NA,0.0946,0.1387,NA,NA
2020-05-15,caroline,24011,32875,190,7,11.857142857142858,21.29277566539924,36.06735469853341,0,0,0,NA,NA,0.2115,0.2076,NA,NA
2020-05-15,carroll,24013,167522,635,16,13.285714285714286,9.5509843483244,7.930728074947939,64,2,1.1428571428571428,NA,NA,0.1401,0.1052,NA,NA
2020-05-15,cecil,24015,102517,300,9,12.714285714285714,8.779031770340529,12.402124246989,17,0,0.5714285714285714,NA,NA,0.1398,0.15460000000000002,NA,NA
2020-05-15,charles,24017,157671,829,33,16.142857142857142,20.929657324428714,10.238317219309284,61,2,1.1428571428571428,NA,NA,0.1805,0.1213,NA,NA
2020-05-15,dorchester,24019,32261,107,3,3,9.299153777006293,9.299153777006293,2,0,0,NA,NA,0.11900000000000001,0.1208,NA,NA
2020-05-15,frederick,24021,248472,1364,39,26,15.695933545832125,10.463955697221417,88,4,2.5714285714285716,NA,NA,0.1825,0.1325,NA,NA
2020-05-15,garrett,24023,29376,6,0,0.14285714285714285,0,0.486305633364457,0,0,0,NA,NA,0,0.0417,NA,NA
2020-05-15,harford,24025,251025,671,8,14.142857142857142,3.186933572353351,5.634043279696103,32,0,1.1428571428571428,NA,NA,0.1,0.09179999999999999,NA,NA
2020-05-15,howard,24027,315327,1313,28,25,8.879670944765277,7.92827762925471,40,0,1.8571428571428572,NA,NA,0.1932,0.18289999999999998,NA,NA
2020-05-15,kent,24029,19593,131,6,4.714285714285714,30.62318174858368,24.061071373887174,14,0,0.8571428571428571,NA,NA,0.2182,0.19219999999999998,NA,NA
2020-05-15,montgomery,24031,1040133,7759,211,206.14285714285714,20.285867288125655,19.818894039786947,449,12,13.428571428571429,NA,NA,0.2254,0.2354,NA,NA
2020-05-15,prince_georges,24033,906202,10791,342,270,37.73992994939318,29.794681538994617,413,15,10.571428571428571,NA,NA,0.3157,0.3237,NA,NA
2020-05-15,queen_annes,24035,49355,108,2,5.428571428571429,4.052274338972748,10.999030348640318,9,0,0,NA,NA,0.05,0.1594,NA,NA
2020-05-15,somerset,24039,25737,54,3,1.8571428571428572,11.656370206317751,7.215848222958608,0,0,0,NA,NA,0.07690000000000001,0.0431,NA,NA
2020-05-15,st_marys,24037,111531,299,28,13.142857142857142,25.105127722337286,11.784039543137911,9,0,0.14285714285714285,NA,NA,0.11900000000000001,0.1517,NA,NA
2020-05-15,talbot,24041,37211,65,1,1.4285714285714286,2.6873773884066536,3.839110554866648,1,0,0,NA,NA,0.0345,0.067,NA,NA
2020-05-15,washington,24043,149811,320,15,8.714285714285714,10.012615896028997,5.816853044359703,9,0,0.2857142857142857,NA,NA,0.0352,0.0444,NA,NA
2020-05-15,wicomico,24045,102172,777,23,32,22.511059781544844,31.319735348236307,19,2,0.5714285714285714,NA,NA,0.18469999999999998,0.1153,NA,NA
2020-05-15,worcester,24047,51564,131,4,4.714285714285714,7.757350089209526,9.14259117656837,5,0,0.2857142857142857,NA,NA,0.1463,0.107,NA,NA
2020-05-16,allegany,24001,71977,160,9,2.2857142857142856,12.50399433152257,3.175617608005732,13,0,0.14285714285714285,NA,NA,0.018600000000000002,0.0754,NA,NA
2020-05-16,anne_arundel,24003,567696,2801,49,61.285714285714285,8.631380175305093,10.7955163125536,141,5,3.4285714285714284,NA,NA,0.1329,0.1439,NA,NA
2020-05-16,baltimore,24005,827625,4549,150,116,18.124150430448573,14.016009666213563,240,6,7.857142857142857,NA,NA,0.09849999999999999,0.1144,NA,NA
2020-05-16,baltimore_city,24510,614700,3719,113,73,18.382951033024238,11.875711729298844,200,8,5.285714285714286,NA,NA,0.1884,0.1617,NA,NA
2020-05-16,calvert,24009,91082,237,9,5,9.881205946290157,5.489558859050087,13,0,0.2857142857142857,NA,NA,0.15869999999999998,0.131,NA,NA
2020-05-16,caroline,24011,32875,200,10,12.857142857142858,30.418250950570343,39.10917979359044,0,0,0,NA,NA,0.1875,0.2146,NA,NA
2020-05-16,carroll,24013,167522,633,0,12,0,7.1632382612433,66,2,1.1428571428571428,NA,NA,0.0403,0.0909,NA,NA
2020-05-16,cecil,24015,102517,308,8,12.714285714285714,7.803583795858248,12.402124246989,17,0,0.5714285714285714,NA,NA,0.0795,0.1543,NA,NA
2020-05-16,charles,24017,157671,844,15,16.428571428571427,9.513480602013052,10.419526373633342,62,1,1.2857142857142858,NA,NA,0.1206,0.11560000000000001,NA,NA
2020-05-16,dorchester,24019,32261,111,4,2.857142857142857,12.398871702675056,8.856336930482183,2,0,0,NA,NA,0.0704,0.11789999999999999,NA,NA
2020-05-16,frederick,24021,248472,1402,38,27,15.293473711323609,10.866415531729933,89,1,2.4285714285714284,NA,NA,0.1311,0.1268,NA,NA
2020-05-16,garrett,24023,29376,7,1,0.14285714285714285,3.4041394335511987,0.486305633364457,0,0,0,NA,NA,0,0,NA,NA
2020-05-16,harford,24025,251025,678,7,12.714285714285714,2.7885668758091824,5.0649479989187185,33,1,1.1428571428571428,NA,NA,0.0444,0.0758,NA,NA
2020-05-16,howard,24027,315327,1352,39,26,12.368113101637347,8.245408734424899,43,3,2,NA,NA,0.1216,0.16690000000000002,NA,NA
2020-05-16,kent,24029,19593,138,7,5.142857142857143,35.72704537334762,26.248441498786008,14,0,0.5714285714285714,NA,NA,0.25,0.21600000000000003,NA,NA
2020-05-16,montgomery,24031,1040133,7988,229,204.71428571428572,22.01641520843969,19.68154896674615,461,12,13.142857142857142,NA,NA,0.2175,0.22699999999999998,NA,NA
2020-05-16,prince_georges,24033,906202,11031,240,260.85714285714283,26.484161367995217,28.785761105928135,420,7,10.142857142857142,NA,NA,0.2873,0.311,NA,NA
2020-05-16,queen_annes,24035,49355,112,4,5.714285714285714,8.104548677945496,11.577926682779282,9,0,0,NA,NA,0.19640000000000002,0.17670000000000002,NA,NA
2020-05-16,somerset,24039,25737,55,1,1.8571428571428572,3.885456735439251,7.215848222958608,0,0,0,NA,NA,0.0833,0.047,NA,NA
2020-05-16,st_marys,24037,111531,306,7,10.285714285714286,6.276281930584322,9.222291816368799,10,1,0.2857142857142857,NA,NA,0.0255,0.1058,NA,NA
2020-05-16,talbot,24041,37211,68,3,1.4285714285714286,8.06213216521996,3.839110554866648,1,0,0,NA,NA,0.0482,0.0603,NA,NA
2020-05-16,washington,24043,149811,332,12,9.571428571428571,8.010092716823197,6.389002524132788,9,0,0.14285714285714285,NA,NA,0.051100000000000007,0.047,NA,NA
2020-05-16,wicomico,24045,102172,801,24,34.714285714285715,23.48980151117723,33.97632004295278,20,1,0.7142857142857143,NA,NA,0.1677,0.12539999999999998,NA,NA
2020-05-16,worcester,24047,51564,136,5,4.857142857142857,9.696687611511907,9.41963939404014,5,0,0.14285714285714285,NA,NA,0.0909,0.0946,NA,NA
2020-05-17,allegany,24001,71977,161,1,2.142857142857143,1.3893327035025076,2.9771415075053738,13,0,0.14285714285714285,NA,NA,0.023799999999999998,0.059500000000000004,NA,NA
2020-05-17,anne_arundel,24003,567696,2856,55,56.142857142857146,9.68828387024041,9.8895988597519,142,1,3,NA,NA,0.1697,0.1412,NA,NA
2020-05-17,baltimore,24005,827625,4624,75,108.85714285714286,9.062075215224286,13.15295488381125,250,10,8.428571428571429,NA,NA,0.1206,0.1149,NA,NA
2020-05-17,baltimore_city,24510,614700,3798,79,68.71428571428571,12.851797624857653,11.178507518185409,203,3,4.857142857142857,NA,NA,0.11460000000000001,0.1565,NA,NA
2020-05-17,calvert,24009,91082,241,4,5,4.391647087240069,5.489558859050087,13,0,0.2857142857142857,NA,NA,0.059699999999999996,0.1217,NA,NA
2020-05-17,caroline,24011,32875,191,0,9.571428571428571,0,29.11461162411733,0,0,0,NA,NA,0.15789999999999998,0.2028,NA,NA
2020-05-17,carroll,24013,167522,646,13,12.571428571428571,7.760174783013574,7.504344845112028,67,1,1.2857142857142858,NA,NA,0.11779999999999999,0.0956,NA,NA
2020-05-17,cecil,24015,102517,308,0,9.428571428571429,0,9.197080902261506,17,0,0.5714285714285714,NA,NA,0,0.11470000000000001,NA,NA
2020-05-17,charles,24017,157671,859,15,15.857142857142858,9.513480602013052,10.057108064985227,62,0,1.1428571428571428,NA,NA,0.163,0.1188,NA,NA
2020-05-17,dorchester,24019,32261,111,0,2.2857142857142856,0,7.085069544385746,2,0,0,NA,NA,0.0526,0.1112,NA,NA
2020-05-17,frederick,24021,248472,1423,21,24.571428571428573,8.451656524678837,9.889013076494965,90,1,2.2857142857142856,NA,NA,0.1014,0.1195,NA,NA
2020-05-17,garrett,24023,29376,6,0,0.14285714285714285,0,0.486305633364457,0,0,0,NA,NA,0.0588,0.0098,NA,NA
2020-05-17,harford,24025,251025,687,9,11.714285714285714,3.58530026889752,4.66658130237455,34,1,1.2857142857142858,NA,NA,0.0636,0.0738,NA,NA
2020-05-17,howard,24027,315327,1378,26,24.714285714285715,8.245408734424899,7.837668742063228,43,0,2,NA,NA,0.1358,0.1573,NA,NA
2020-05-17,kent,24029,19593,137,0,3.5714285714285716,0,18.22808437415695,14,0,0.14285714285714285,NA,NA,0,0.1891,NA,NA
2020-05-17,montgomery,24031,1040133,8206,218,206.28571428571428,20.958858146025555,19.832628547091026,475,14,13.285714285714286,NA,NA,0.1773,0.2205,NA,NA
2020-05-17,prince_georges,24033,906202,11316,285,260,31.44994162449432,28.69117481532815,429,9,10.857142857142858,NA,NA,0.2762,0.3034,NA,NA
2020-05-17,queen_annes,24035,49355,125,13,6.428571428571429,26.339783203322863,13.025167518126691,10,1,0.14285714285714285,NA,NA,0.22219999999999998,0.17859999999999998,NA,NA
2020-05-17,somerset,24039,25737,57,2,2,7.770913470878502,7.770913470878502,0,0,0,NA,NA,0.030299999999999997,0.0371,NA,NA
2020-05-17,st_marys,24037,111531,313,7,10.285714285714286,6.276281930584322,9.222291816368799,11,1,0.42857142857142855,NA,NA,0.0827,0.1015,NA,NA
2020-05-17,talbot,24041,37211,68,0,1.1428571428571428,0,3.0712884438933186,1,0,0,NA,NA,0,0.0525,NA,NA
2020-05-17,washington,24043,149811,338,6,8.857142857142858,4.005046358411598,5.912211290988551,8,0,0,NA,NA,0.0166,0.0421,NA,NA
2020-05-17,wicomico,24045,102172,818,17,35.285714285714285,16.63860940375054,34.535601031314144,21,1,0.8571428571428571,NA,NA,0.057999999999999996,0.1206,NA,NA
2020-05-17,worcester,24047,51564,137,1,4.428571428571429,1.9393375223023814,8.588494741624832,6,1,0.2857142857142857,NA,NA,0.19699999999999998,0.10769999999999999,NA,NA
2020-05-18,allegany,24001,71977,164,3,2.5714285714285716,4.167998110507523,3.572569809006448,14,1,0.2857142857142857,NA,NA,0.0405,0.0611,NA,NA
2020-05-18,anne_arundel,24003,567696,2893,37,57.285714285714285,6.517572785434458,10.090913849263389,142,0,2.5714285714285716,NA,NA,0.08779999999999999,0.1379,NA,NA
2020-05-18,baltimore,24005,827625,4749,125,114.42857142857143,15.103458692040478,13.826137614085054,255,5,8.714285714285714,NA,NA,0.1355,0.1193,NA,NA
2020-05-18,baltimore_city,24510,614700,3830,32,68.14285714285714,5.205791442980316,11.085546956703618,208,5,5.285714285714286,NA,NA,0.1158,0.152,NA,NA
2020-05-18,calvert,24009,91082,245,4,5.142857142857143,4.391647087240069,5.646403397880089,13,0,0.2857142857142857,NA,NA,0.125,0.1294,NA,NA
2020-05-18,caroline,24011,32875,200,9,6,27.37642585551331,18.250950570342205,0,0,0,NA,NA,0.0381,0.1858,NA,NA
2020-05-18,carroll,24013,167522,703,57,17.428571428571427,34.02538174090567,10.403750807996222,68,1,1.4285714285714286,NA,NA,0.2414,0.11869999999999999,NA,NA
2020-05-18,cecil,24015,102517,318,10,7.285714285714286,9.75447974482281,7.106835242656619,17,0,0.5714285714285714,NA,NA,0.1467,0.08259999999999999,NA,NA
2020-05-18,charles,24017,157671,867,8,15.857142857142858,5.073856321073628,10.057108064985227,62,0,1.1428571428571428,NA,NA,0.07139999999999999,0.1234,NA,NA
2020-05-18,dorchester,24019,32261,122,11,3.4285714285714284,34.0968971823564,10.62760431657862,2,0,0,NA,NA,0.0146,0.10369999999999999,NA,NA
2020-05-18,frederick,24021,248472,1460,37,27.571428571428573,14.891013876815094,11.096392580020513,90,0,2.2857142857142856,NA,NA,0.076,0.11359999999999999,NA,NA
2020-05-18,garrett,24023,29376,7,1,0.2857142857142857,3.4041394335511987,0.972611266728914,0,0,0,NA,NA,0,0.0084,NA,NA
2020-05-18,harford,24025,251025,695,8,12.857142857142858,3.186933572353351,5.1218575269964575,34,0,1.2857142857142858,NA,NA,0.0417,0.0747,NA,NA
2020-05-18,howard,24027,315327,1416,38,27.571428571428573,12.05098199646716,8.743757613978051,45,2,2,NA,NA,0.1496,0.15439999999999998,NA,NA
2020-05-18,kent,24029,19593,140,3,3.5714285714285716,15.31159087429184,18.22808437415695,14,0,0.14285714285714285,NA,NA,0.069,0.18469999999999998,NA,NA
2020-05-18,montgomery,24031,1040133,8417,211,215.42857142857142,20.285867288125655,20.711637014552124,480,5,13.142857142857142,NA,NA,0.2144,0.2234,NA,NA
2020-05-18,prince_georges,24033,906202,11608,292,274.42857142857144,32.22239633106084,30.283377373761194,436,7,11,NA,NA,0.2803,0.3034,NA,NA
2020-05-18,queen_annes,24035,49355,129,4,4.142857142857143,8.104548677945496,8.393996845014978,10,0,0.14285714285714285,NA,NA,0.1389,0.1217,NA,NA
2020-05-18,somerset,24039,25737,61,4,1.5714285714285714,15.541826941757003,6.105717727118822,0,0,0,NA,NA,0.0301,0.0315,NA,NA
2020-05-18,st_marys,24037,111531,326,13,11.714285714285714,11.655952156799454,10.503165679753355,11,0,0.2857142857142857,NA,NA,0.032799999999999996,0.0955,NA,NA
2020-05-18,talbot,24041,37211,68,0,1,0,2.6873773884066536,1,0,0,NA,NA,0.0789,0.0638,NA,NA
2020-05-18,washington,24043,149811,343,5,8.571428571428571,3.337538632009666,5.7214947977308555,8,0,0,NA,NA,0.066,0.0418,NA,NA
2020-05-18,wicomico,24045,102172,837,19,21,18.596092863015308,20.553576322280076,21,0,0.7142857142857143,NA,NA,0.0506,0.11960000000000001,NA,NA
2020-05-18,worcester,24047,51564,164,27,7.285714285714286,52.3621131021643,14.129459091060209,6,0,0.2857142857142857,NA,NA,0.0326,0.1066,NA,NA
2020-05-19,allegany,24001,71977,166,2,2.5714285714285716,2.778665407005015,3.572569809006448,14,0,0.14285714285714285,NA,NA,0.1159,0.0663,NA,NA
2020-05-19,anne_arundel,24003,567696,2981,88,65.85714285714286,15.501254192384657,11.600776270599557,145,3,2.5714285714285716,NA,NA,0.16579999999999998,0.1451,NA,NA
2020-05-19,baltimore,24005,827625,4920,171,124.14285714285714,20.661531490711372,14.9998921181522,263,8,8.428571428571429,NA,NA,0.1286,0.11630000000000001,NA,NA
2020-05-19,baltimore_city,24510,614700,4002,172,85.42857142857143,27.981129006019195,13.897603941527807,210,2,4.571428571428571,NA,NA,0.1311,0.153,NA,NA
2020-05-19,calvert,24009,91082,255,10,6.285714285714286,10.979117718100174,6.901159708520109,13,0,0,NA,NA,0.11109999999999999,0.131,NA,NA
2020-05-19,caroline,24011,32875,208,8,6.142857142857143,24.334600760456272,18.68549701249321,0,0,0,NA,NA,0.11109999999999999,0.14730000000000001,NA,NA
2020-05-19,carroll,24013,167522,712,9,17.857142857142858,5.3724286959324745,10.659580745897767,69,1,1.2857142857142858,NA,NA,0.0625,0.1118,NA,NA
2020-05-19,cecil,24015,102517,323,5,7.571428571428571,4.877239872411405,7.38553466393727,18,1,0.42857142857142855,NA,NA,0.0455,0.07,NA,NA
2020-05-19,charles,24017,157671,895,28,19.142857142857142,17.7584971237577,12.141013339711895,63,1,1.1428571428571428,NA,NA,0.037000000000000005,0.1103,NA,NA
2020-05-19,dorchester,24019,32261,122,0,2.857142857142857,0,8.856336930482183,2,0,0,NA,NA,0,0.056100000000000004,NA,NA
2020-05-19,frederick,24021,248472,1491,31,29.857142857142858,12.476254869763997,12.016300773182836,90,0,1.8571428571428572,NA,NA,0.1137,0.1125,NA,NA
2020-05-19,garrett,24023,29376,7,0,0.2857142857142857,0,0.972611266728914,0,0,0,NA,NA,0,0.0084,NA,NA
2020-05-19,harford,24025,251025,709,14,13.571428571428571,5.577133751618365,5.40640516738515,35,1,1.1428571428571428,NA,NA,0.050199999999999995,0.06709999999999999,NA,NA
2020-05-19,howard,24027,315327,1465,49,33,15.539424153339231,10.465326470616217,49,4,2,NA,NA,0.14150000000000001,0.1552,NA,NA
2020-05-19,kent,24029,19593,144,4,3.5714285714285716,20.415454499055784,18.22808437415695,14,0,0.14285714285714285,NA,NA,0.11109999999999999,0.1609,NA,NA
2020-05-19,montgomery,24031,1040133,8950,533,260,51.2434467515212,24.996803293424975,503,23,13.714285714285714,NA,NA,0.2339,0.2127,NA,NA
2020-05-19,prince_georges,24033,906202,12240,632,335.42857142857144,69.74162493572074,37.01476838812665,445,9,10.285714285714286,NA,NA,0.2205,0.2846,NA,NA
